,order_number,line_item,order_date,delivery_date,customerkey,storekey,productkey,quantity,currency_code,gender,name,city,state_code,state,zip_code,country,continent,birthday,date,currency,exchange,product_name,brand,color,unit_cost_usd,unit_price_usd,subcategorykey,subcategory,categorykey,category,square_meters,open_date
531,713004,1,2016-12-13,Not Available,1871472,55,636,2,USD,Male,Enrique Clay,Reno,NV,Nevada,89501,United States,North America,1942-10-31,2016-12-13,USD,1.0,WWI Projector 720p DLP56 Silver,Wide World Importers,Silver,459.4,999.0,305,Projectors & Screens,3,Computers,2000.0,2009-12-15
532,1972005,3,2020-05-25,Not Available,2057050,55,1568,4,USD,Female,Fabricia Escamilla,Reno,NV,Nevada,89501,United States,North America,1992-12-08,2020-05-25,USD,1.0,The Phone Company PDA Palm 3.5 inch M810 White,The Phone Company,White,128.76,280.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2009-12-15
533,1520008,1,2019-02-28,Not Available,1858814,55,544,1,USD,Female,Jill Ward,Glenbrook,NV,Nevada,89413,United States,North America,1952-12-30,2019-02-28,USD,1.0,Proseware Projector 480p DLP12 Black,Proseware,Black,254.4,499.0,305,Projectors & Screens,3,Computers,2000.0,2009-12-15
534,546010,3,2016-06-29,Not Available,2029619,55,1006,3,USD,Female,Madeline Haller,Las Vegas,NV,Nevada,89101,United States,North America,1972-12-20,2016-06-29,USD,1.0,A. Datum Super-zoom Digital Camera X300 Orange,A. Datum,Orange,96.08,290.0,401,Digital Cameras,4,Cameras and camcorders,2000.0,2009-12-15
535,1808028,2,2019-12-13,Not Available,1965288,55,1183,8,USD,Female,Tilde Villadsen,Las Vegas,NV,Nevada,89108,United States,North America,1999-08-12,2019-12-13,USD,1.0,Fabrikam Independent filmmaker 2/3'' 17mm X100 White,Fabrikam,White,503.61,1520.0,405,Camcorders,4,Cameras and camcorders,2000.0,2009-12-15
536,2208003,7,2021-01-16,Not Available,1452039,55,1313,2,USD,Male,Juan Armstrong,Reno,NV,Nevada,89501,United States,North America,1985-05-20,2021-01-16,USD,1.0,Contoso Conversion Lens M550 Black,Contoso,Black,94.27,205.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,2000.0,2009-12-15
537,2222000,3,2021-01-30,Not Available,1827725,55,173,5,USD,Female,Angelina Forehand,Sparks,NV,Nevada,89431,United States,North America,1986-11-21,2021-01-30,USD,1.0,SV 8xDVD E120 Black,Southridge Video,Black,45.83,89.9,202,VCD & DVD,2,TV and Video,2000.0,2009-12-15
538,1815043,2,2019-12-20,Not Available,1204396,55,1275,1,USD,Male,Victor Hill,Reno,NV,Nevada,89501,United States,North America,1954-01-09,2019-12-20,USD,1.0,Contoso Digital Cameras Lightweight Tripod E316 Black,Contoso,Black,26.58,52.13,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,2000.0,2009-12-15
539,1640002,5,2019-06-28,Not Available,1204396,55,617,3,USD,Male,Victor Hill,Reno,NV,Nevada,89501,United States,North America,1954-01-09,2019-06-28,USD,1.0,WWI Screen 125in M1611 Black,Wide World Importers,Black,152.08,459.0,305,Projectors & Screens,3,Computers,2000.0,2009-12-15
540,849004,1,2017-04-28,Not Available,1707959,55,692,1,USD,Male,Rodney Randall,Reno,NV,Nevada,89501,United States,North America,1956-12-16,2017-04-28,USD,1.0,Proseware High-Performance Business-Class Laser Fax X200 Grey,Proseware,Grey,82.17,248.0,306,"Printers, Scanners & Fax",3,Computers,2000.0,2009-12-15
541,2208003,2,2021-01-16,Not Available,1452039,55,1816,6,USD,Male,Juan Armstrong,Reno,NV,Nevada,89501,United States,North America,1985-05-20,2021-01-16,USD,1.0,MGS Age of Empires II Gold Edition2009 E172,Tailspin Toys,Blue,16.31,32.0,702,Download Games,7,Games and Toys,2000.0,2009-12-15
542,2165004,1,2020-12-04,Not Available,1273372,55,1501,6,USD,Female,Michele Selby,Reno,NV,Nevada,89501,United States,North America,1969-01-02,2020-12-04,USD,1.0,The Phone Company Microsoft Windows Mobile M200 Pink,The Phone Company,Pink,105.31,229.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2009-12-15
543,2243006,1,2021-02-20,Not Available,1965288,55,1981,3,USD,Female,Tilde Villadsen,Las Vegas,NV,Nevada,89108,United States,North America,1999-08-12,2021-02-20,USD,1.0,Litware Refrigerator 19CuFt M760 Red,Litware,Red,413.42,899.0,802,Refrigerators,8,Home Appliances,2000.0,2009-12-15
544,1795014,3,2019-11-30,Not Available,1858814,55,2150,1,USD,Female,Jill Ward,Glenbrook,NV,Nevada,89413,United States,North America,1952-12-30,2019-11-30,USD,1.0,Adventure Works Coffee Maker 5C E090 Silver,Adventure Works,Silver,75.96,149.0,805,Coffee Machines,8,Home Appliances,2000.0,2009-12-15
545,2240018,2,2021-02-17,Not Available,2087018,55,2126,1,USD,Female,Madeleine Paiement,Las Vegas,NV,Nevada,89101,United States,North America,1964-01-21,2021-02-17,USD,1.0,Contoso Coffee Maker 5C E0900 Silver,Contoso,Silver,75.96,149.0,805,Coffee Machines,8,Home Appliances,2000.0,2009-12-15
546,388005,2,2016-01-23,Not Available,1893487,55,2388,9,USD,Male,Dillon Pigford,Las Vegas,NV,Nevada,89119,United States,North America,1952-06-16,2016-01-23,USD,1.0,Proseware Air conditioner 6000BTU E180 White,Proseware,White,101.96,199.99,807,Air Conditioners,8,Home Appliances,2000.0,2009-12-15
547,1604035,1,2019-05-23,Not Available,1280672,55,938,1,USD,Male,Carl Ortega,Las Vegas,NV,Nevada,89109,United States,North America,1982-11-10,2019-05-23,USD,1.0,SV Wireless LAN PCI Network Card Adapter E900 Black,Southridge Video,Black,50.47,99.0,308,Computers Accessories,3,Computers,2000.0,2009-12-15
548,1447021,1,2018-12-17,Not Available,1645532,55,470,1,USD,Female,Katrina Watson,Las Vegas,NV,Nevada,89109,United States,North America,1996-12-03,2018-12-17,USD,1.0,Proseware LCD17W E202 Black,Proseware,Black,65.77,129.0,304,Monitors,3,Computers,2000.0,2009-12-15
549,1122000,1,2018-01-26,Not Available,1571124,55,556,1,USD,Male,Joseph Pippen,Las Vegas,NV,Nevada,89102,United States,North America,1939-04-13,2018-01-26,USD,1.0,Proseware Projector 480p DLP12 White,Proseware,White,254.4,499.0,305,Projectors & Screens,3,Computers,2000.0,2009-12-15
550,413013,1,2016-02-17,Not Available,1737226,55,1115,1,USD,Male,Gary Clayton,Reno,NV,Nevada,89501,United States,North America,1973-12-01,2016-02-17,USD,1.0,"Fabrikam SLR Camera 35"" M358 Silver",Fabrikam,Silver,150.84,328.0,402,Digital SLR Cameras,4,Cameras and camcorders,2000.0,2009-12-15
551,1646022,3,2019-07-04,Not Available,1723530,55,502,3,USD,Male,Ted Miller,Las Vegas,NV,Nevada,89101,United States,North America,1966-05-10,2019-07-04,USD,1.0,Adventure Works CRT15 E101 Black,Adventure Works,Black,29.82,90.0,304,Monitors,3,Computers,2000.0,2009-12-15
552,591004,3,2016-08-13,Not Available,1452039,55,2432,4,USD,Male,Juan Armstrong,Reno,NV,Nevada,89501,United States,North America,1985-05-20,2016-08-13,USD,1.0,"Litware 16"" White Oscillating Stand Fan E701 Black",Litware,Black,14.83,29.09,808,Fans,8,Home Appliances,2000.0,2009-12-15
553,1090018,2,2017-12-25,Not Available,1723530,55,2145,7,USD,Male,Ted Miller,Las Vegas,NV,Nevada,89101,United States,North America,1966-05-10,2017-12-25,USD,1.0,Adventure Works Coffee Maker 4C E080 Black,Adventure Works,Black,66.23,129.9,805,Coffee Machines,8,Home Appliances,2000.0,2009-12-15
554,1085013,1,2017-12-20,Not Available,1402096,55,1971,6,USD,Female,Rina Pellot,Las Vegas,NV,Nevada,89101,United States,North America,1986-04-17,2017-12-20,USD,1.0,Litware Refrigerator 9.7CuFt M560 Grey,Litware,Grey,226.71,493.0,802,Refrigerators,8,Home Appliances,2000.0,2009-12-15
555,1161011,1,2018-03-06,Not Available,1402096,55,1055,1,USD,Female,Rina Pellot,Las Vegas,NV,Nevada,89101,United States,North America,1986-04-17,2018-03-06,USD,1.0,"A. Datum SLR Camera 35"" M358 Grey",A. Datum,Grey,155.43,338.0,402,Digital SLR Cameras,4,Cameras and camcorders,2000.0,2009-12-15
556,1256008,4,2018-06-09,Not Available,1404328,55,1164,3,USD,Female,Toni Sanderson,Las Vegas,NV,Nevada,89109,United States,North America,1937-05-16,2018-06-09,USD,1.0,Fabrikam Social videographer 1'' 25mm E400 Black,Fabrikam,Black,91.77,180.0,405,Camcorders,4,Cameras and camcorders,2000.0,2009-12-15
557,1419004,2,2018-11-19,Not Available,1754205,55,722,1,USD,Male,Bob Williams,Henderson,NV,Nevada,89015,United States,North America,1962-05-15,2018-11-19,USD,1.0,Proseware Professional Quality Plain-Paper Fax and Copier X100 White,Proseware,White,75.87,229.0,306,"Printers, Scanners & Fax",3,Computers,2000.0,2009-12-15
558,1256008,2,2018-06-09,Not Available,1404328,55,517,6,USD,Female,Toni Sanderson,Las Vegas,NV,Nevada,89109,United States,North America,1937-05-16,2018-06-09,USD,1.0,WWI LCD24 X300 Black,Wide World Importers,Black,271.35,819.0,304,Monitors,3,Computers,2000.0,2009-12-15
559,1827005,3,2020-01-01,Not Available,2029619,55,599,1,USD,Female,Madeline Haller,Las Vegas,NV,Nevada,89101,United States,North America,1972-12-20,2020-01-01,USD,1.0,Contoso Projector 1080p X980 Silver,Contoso,Silver,760.38,2295.0,305,Projectors & Screens,3,Computers,2000.0,2009-12-15
560,1140018,3,2018-02-13,Not Available,1783631,55,806,4,USD,Male,Louis Camacho,Las Vegas,NV,Nevada,89128,United States,North America,1947-12-13,2018-02-13,USD,1.0,Contoso USB Wave Multi-media Keyboard E280 White,Contoso,White,8.11,15.9,308,Computers Accessories,3,Computers,2000.0,2009-12-15
561,1522027,1,2019-03-02,Not Available,2051562,55,901,3,USD,Male,Armando Ware,Las Vegas,NV,Nevada,89104,United States,North America,1949-09-18,2019-03-02,USD,1.0,SV Keyboard E10 Black,Southridge Video,Black,22.43,44.0,308,Computers Accessories,3,Computers,2000.0,2009-12-15
562,554007,2,2016-07-07,Not Available,2057050,55,241,1,USD,Female,Fabricia Escamilla,Reno,NV,Nevada,89501,United States,North America,1992-12-08,2016-07-07,USD,1.0,Contoso Home Theater System 2.1 Channel M1210 Black,Contoso,Black,167.73,329.0,203,Home Theater System,2,TV and Video,2000.0,2009-12-15
563,1774007,4,2019-11-09,Not Available,138242,5,1106,1,AUD,Male,Beau Rodius,WATTLE HILL,VIC,Victoria,3237,Australia,Australia,1961-06-22,2019-11-09,AUD,1.456,Contoso SLR Camera M146 Orange,Contoso,Orange,148.08,322.0,402,Digital SLR Cameras,4,Cameras and camcorders,2000.0,2015-12-09
564,582003,1,2016-08-04,Not Available,141179,5,1648,3,AUD,Female,Paige Dallachy,JUNG,VIC,Victoria,3401,Australia,Australia,1968-05-10,2016-08-04,AUD,1.3114,Contoso DVD 7-Inch Player Portable E200 Black,Contoso,Black,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
565,1356014,2,2018-09-17,Not Available,129176,5,1648,2,AUD,Female,Sara Semmens,LOCKSLEY,VIC,Victoria,3665,Australia,Australia,1985-07-02,2018-09-17,AUD,1.393,Contoso DVD 7-Inch Player Portable E200 Black,Contoso,Black,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
566,1739037,2,2019-10-05,Not Available,154891,5,1648,1,AUD,Male,Jake Rumsey,BALMATTUM,VIC,Victoria,3666,Australia,Australia,1957-08-11,2019-10-05,AUD,1.4798,Contoso DVD 7-Inch Player Portable E200 Black,Contoso,Black,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
567,1830069,2,2020-01-04,Not Available,109977,5,1619,1,AUD,Male,Rory Howse,BENDIGO FORWARD,VIC,Victoria,3551,Australia,Australia,1947-06-01,2020-01-04,AUD,1.4381,Contoso DVD Player M130 Grey,Contoso,Grey,27.59,59.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
568,1960000,3,2020-05-13,Not Available,128305,5,1619,7,AUD,Male,Harrison Martinovich,MONOMEITH,VIC,Victoria,3984,Australia,Australia,1953-08-25,2020-05-13,AUD,1.5344,Contoso DVD Player M130 Grey,Contoso,Grey,27.59,59.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
569,1724005,1,2019-09-20,Not Available,190944,5,115,1,AUD,Female,Sofia Thornton,LARPENT,VIC,Victoria,3249,Australia,Australia,1951-12-10,2019-09-20,AUD,1.4726,WWI Wireless Transmitter and Bluetooth Headphones X250 Silver,Wide World Importers,Silver,82.83,249.99,106,Bluetooth Headphones,1,Audio,2000.0,2015-12-09
570,1727020,1,2019-09-23,Not Available,193929,5,1632,3,AUD,Male,Elijah Mullen,JUNORTOUN,VIC,Victoria,3551,Australia,Australia,1937-01-25,2019-09-23,AUD,1.4769,Contoso DVD 48 DVD Storage Binder M50 Silver,Contoso,Silver,8.27,17.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
571,1839011,1,2020-01-13,Not Available,167962,5,1617,4,AUD,Male,Jaxon Kirtley,AVENEL,VIC,Victoria,3664,Australia,Australia,1947-10-15,2020-01-13,AUD,1.4486,Contoso DVD Player M110 Silver,Contoso,Silver,26.67,57.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
572,967005,3,2017-08-24,Not Available,96331,5,128,6,AUD,Male,Jai Blomfield,BOORCAN,VIC,Victoria,3265,Australia,Australia,1949-03-30,2017-08-24,AUD,1.2664,"Adventure Works 19"" Color Digital TV E35 Brown",Adventure Works,Brown,73.11,143.4,201,Televisions,2,TV and Video,2000.0,2015-12-09
573,1973006,2,2020-05-26,Not Available,175310,5,128,3,AUD,Male,Jake Ackermann,HIGHTON,VIC,Victoria,3216,Australia,Australia,1997-10-03,2020-05-26,AUD,1.507,"Adventure Works 19"" Color Digital TV E35 Brown",Adventure Works,Brown,73.11,143.4,201,Televisions,2,TV and Video,2000.0,2015-12-09
574,1800017,2,2019-12-05,Not Available,554,5,1634,2,AUD,Female,Claire Ferres,WINJALLOK,VIC,Victoria,3380,Australia,Australia,1947-05-26,2019-12-05,AUD,1.4648,Contoso DVD 38 DVD Storage Binder E25 Silver,Contoso,Silver,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
575,1437007,4,2018-12-07,Not Available,181488,5,1634,1,AUD,Female,Alexis Kaberry,COWES,VIC,Victoria,3922,Australia,Australia,1986-12-08,2018-12-07,AUD,1.3865,Contoso DVD 38 DVD Storage Binder E25 Silver,Contoso,Silver,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
576,1430011,2,2018-11-30,Not Available,156006,5,1634,8,AUD,Male,Jonathan Flanagan,WONTHAGGI,VIC,Victoria,3995,Australia,Australia,1976-11-17,2018-11-30,AUD,1.3703,Contoso DVD 38 DVD Storage Binder E25 Silver,Contoso,Silver,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
577,1829034,1,2020-01-03,Not Available,140956,5,1594,1,AUD,Female,Abbey Smythe,BUMBERRAH,VIC,Victoria,3902,Australia,Australia,1958-02-21,2020-01-03,AUD,1.4381,SV DVD 38 DVD Storage Binder E25 Red,Southridge Video,Red,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
578,1004006,1,2017-09-30,Not Available,34081,5,1594,3,AUD,Female,Imogen Permewan,FYANS CREEK,VIC,Victoria,3381,Australia,Australia,1939-08-05,2017-09-30,AUD,1.2769,SV DVD 38 DVD Storage Binder E25 Red,Southridge Video,Red,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
579,2185009,1,2020-12-24,Not Available,6258,5,1297,4,AUD,Male,Zac Hull,SANDFORD,VIC,Victoria,3312,Australia,Australia,1976-03-07,2020-12-24,AUD,1.3154,Contoso USB Cable M250 White,Contoso,White,11.5,25.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,2000.0,2015-12-09
580,1233005,4,2018-05-17,Not Available,162300,5,292,1,AUD,Male,Aiden Yencken,COONGULLA,VIC,Victoria,3860,Australia,Australia,1976-04-05,2018-05-17,AUD,1.3283,SV Car Video LCD7W M7080 Black,Southridge Video,Black,229.93,500.0,205,Car Video,2,TV and Video,2000.0,2015-12-09
581,1233005,2,2018-05-17,Not Available,162300,5,742,4,AUD,Male,Aiden Yencken,COONGULLA,VIC,Victoria,3860,Australia,Australia,1976-04-05,2018-05-17,AUD,1.3283,Proseware Photo Inkjet Printer E290 Green,Proseware,Green,52.0,102.0,306,"Printers, Scanners & Fax",3,Computers,2000.0,2015-12-09
582,1274015,3,2018-06-27,Not Available,139479,5,1465,1,AUD,Female,Kiara Stuart,COBBANNAH,VIC,Victoria,3862,Australia,Australia,1982-04-22,2018-06-27,AUD,1.3537,Contoso Finger Touch Screen Phones M30 Black,Contoso,Black,91.51,199.0,503,Touch Screen Phones,5,Cell phones,2000.0,2015-12-09
583,1512011,6,2019-02-20,Not Available,51314,5,1465,10,AUD,Female,Bianca Stobie,DUVERNEY,VIC,Victoria,3323,Australia,Australia,1954-06-23,2019-02-20,AUD,1.3969,Contoso Finger Touch Screen Phones M30 Black,Contoso,Black,91.51,199.0,503,Touch Screen Phones,5,Cell phones,2000.0,2015-12-09
584,717000,2,2016-12-17,Not Available,138735,5,1574,1,AUD,Female,Amelia Macquarie,NYRRABY,VIC,Victoria,3585,Australia,Australia,1957-09-24,2016-12-17,AUD,1.364,SV DVD Player M130 Grey,Southridge Video,Grey,27.59,59.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
585,1324027,3,2018-08-16,Not Available,55039,5,1608,3,AUD,Male,James Connal,MOUNT MORIAC,VIC,Victoria,3240,Australia,Australia,1960-07-10,2018-08-16,AUD,1.3762,SV DVD 7-Inch Player Portable E200 Silver,Southridge Video,Silver,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
586,1812035,5,2019-12-17,Not Available,197088,5,1608,10,AUD,Male,Thomas Jersey,ROSLYNMEAD,VIC,Victoria,3564,Australia,Australia,1992-08-30,2019-12-17,AUD,1.4598,SV DVD 7-Inch Player Portable E200 Silver,Southridge Video,Silver,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
587,1822012,2,2019-12-27,Not Available,190944,5,51,3,AUD,Female,Sofia Thornton,LARPENT,VIC,Victoria,3249,Australia,Australia,1951-12-10,2019-12-27,AUD,1.4342,WWI 2GB Pulse Smart pen M100 Blue,Wide World Importers,Blue,91.95,199.95,104,Recording Pen,1,Audio,2000.0,2015-12-09
588,922006,1,2017-07-10,Not Available,69645,5,51,1,AUD,Female,Ava Shout,MOUNT CLEAR,VIC,Victoria,3350,Australia,Australia,1995-11-28,2017-07-10,AUD,1.3172,WWI 2GB Pulse Smart pen M100 Blue,Wide World Importers,Blue,91.95,199.95,104,Recording Pen,1,Audio,2000.0,2015-12-09
589,1711011,1,2019-09-07,Not Available,180678,5,51,5,AUD,Female,Sara Plant,WARRENMANG,VIC,Victoria,3478,Australia,Australia,1966-03-04,2019-09-07,AUD,1.4632,WWI 2GB Pulse Smart pen M100 Blue,Wide World Importers,Blue,91.95,199.95,104,Recording Pen,1,Audio,2000.0,2015-12-09
590,1004006,3,2017-09-30,Not Available,34081,5,68,3,AUD,Female,Imogen Permewan,FYANS CREEK,VIC,Victoria,3381,Australia,Australia,1939-08-05,2017-09-30,AUD,1.2769,NT Bluetooth Stereo Headphones E52 Yellow,Northwind Traders,Yellow,13.1,25.69,106,Bluetooth Headphones,1,Audio,2000.0,2015-12-09
591,1814045,1,2019-12-19,Not Available,167257,5,68,2,AUD,Male,Nate Hogben,TOOBORAC,VIC,Victoria,3522,Australia,Australia,1999-06-10,2019-12-19,AUD,1.4561,NT Bluetooth Stereo Headphones E52 Yellow,Northwind Traders,Yellow,13.1,25.69,106,Bluetooth Headphones,1,Audio,2000.0,2015-12-09
592,2020000,2,2020-07-12,Not Available,198128,5,68,6,AUD,Female,Amelia Guy,RAWSON,VIC,Victoria,3825,Australia,Australia,1974-10-10,2020-07-12,AUD,1.4408,NT Bluetooth Stereo Headphones E52 Yellow,Northwind Traders,Yellow,13.1,25.69,106,Bluetooth Headphones,1,Audio,2000.0,2015-12-09
593,1667014,3,2019-07-25,Not Available,181881,5,1011,4,AUD,Male,Connor Pierce,TURTONS CREEK,VIC,Victoria,3960,Australia,Australia,1993-04-10,2019-07-25,AUD,1.4344,A. Datum SLR-like Digital Camera M400 Orange,A. Datum,Orange,90.55,196.9,401,Digital Cameras,4,Cameras and camcorders,2000.0,2015-12-09
594,1119002,2,2018-01-23,Not Available,37251,5,1312,2,AUD,Male,Leo Scerri,GHERANG,VIC,Victoria,3240,Australia,Australia,1951-06-17,2018-01-23,AUD,1.2544,Contoso Conversion Lens M550 Blue,Contoso,Blue,94.27,205.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,2000.0,2015-12-09
595,1798009,2,2019-12-03,Not Available,129554,5,1614,1,AUD,Female,Victoria Frederic,DHURRINGILE,VIC,Victoria,3610,Australia,Australia,1987-08-30,2019-12-03,AUD,1.462,SV DVD 14-Inch Player Portable L100 White,Southridge Video,White,86.14,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
596,750006,1,2017-01-19,Not Available,161286,5,447,2,AUD,Male,Archer Reimann,MARYBOROUGH,VIC,Victoria,3465,Australia,Australia,1983-01-09,2017-01-19,AUD,1.3229,WWI Desktop PC1.80 E1800 Black,Wide World Importers,Black,117.21,229.9,303,Desktops,3,Computers,2000.0,2015-12-09
597,1317024,2,2018-08-09,Not Available,19534,5,447,2,AUD,Female,Leah Martin,TOOBORAC,VIC,Victoria,3522,Australia,Australia,1964-12-13,2018-08-09,AUD,1.3479,WWI Desktop PC1.80 E1800 Black,Wide World Importers,Black,117.21,229.9,303,Desktops,3,Computers,2000.0,2015-12-09
598,1450030,2,2018-12-20,Not Available,17811,5,447,8,AUD,Female,Alicia Hoy,WATTLE GLEN,VIC,Victoria,3096,Australia,Australia,1985-10-15,2018-12-20,AUD,1.4016,WWI Desktop PC1.80 E1800 Black,Wide World Importers,Black,117.21,229.9,303,Desktops,3,Computers,2000.0,2015-12-09
599,1830087,2,2020-01-04,Not Available,65269,5,1609,2,AUD,Female,Scarlett Roach,BARWIDGEE,VIC,Victoria,3737,Australia,Australia,1941-01-24,2020-01-04,AUD,1.4381,SV DVD 14-Inch Player Portable L100 Silver,Southridge Video,Silver,86.14,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
600,1363007,1,2018-09-24,Not Available,157872,5,1609,3,AUD,Female,Angelina Hirschfeld,FORBES,VIC,Victoria,3764,Australia,Australia,1983-12-08,2018-09-24,AUD,1.3749,SV DVD 14-Inch Player Portable L100 Silver,Southridge Video,Silver,86.14,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
601,1437007,5,2018-12-07,Not Available,181488,5,123,9,AUD,Female,Alexis Kaberry,COWES,VIC,Victoria,3922,Australia,Australia,1986-12-08,2018-12-07,AUD,1.3865,"Adventure Works 19"" Portable LCD HDTV M110 Black",Adventure Works,Black,128.76,279.99,201,Televisions,2,TV and Video,2000.0,2015-12-09
602,1812035,3,2019-12-17,Not Available,197088,5,1700,4,AUD,Male,Thomas Jersey,ROSLYNMEAD,VIC,Victoria,3564,Australia,Australia,1992-08-30,2019-12-17,AUD,1.4598,SV Hand Games women M40 Red,Southridge Video,Red,4.08,8.88,701,Boxed Games,7,Games and Toys,2000.0,2015-12-09
603,2185009,2,2020-12-24,Not Available,6258,5,1556,7,AUD,Male,Zac Hull,SANDFORD,VIC,Victoria,3312,Australia,Australia,1976-03-07,2020-12-24,AUD,1.3154,The Phone Company PDA Wifi 3.5-inch M200 White,The Phone Company,White,128.76,280.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2015-12-09
604,805004,2,2017-03-15,Not Available,81018,5,1587,9,AUD,Male,Riley De La Rue,HUON,VIC,Victoria,3695,Australia,Australia,1951-06-08,2017-03-15,AUD,1.3173,SV DVD 48 DVD Storage Binder M50 Silver,Southridge Video,Silver,8.27,17.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
605,1465037,1,2019-01-04,Not Available,143972,5,454,4,AUD,Male,Archie Utz,SPOTSWOOD,VIC,Victoria,3015,Australia,Australia,1946-04-13,2019-01-04,AUD,1.4197,WWI Desktop PC1.80 E1801 Brown,Wide World Importers,Brown,137.6,269.9,303,Desktops,3,Computers,2000.0,2015-12-09
606,955001,2,2017-08-12,Not Available,18887,5,187,6,AUD,Female,Zara Castleton,BOOROLITE,VIC,Victoria,3723,Australia,Australia,1978-11-25,2017-08-12,AUD,1.2717,SV 22xDVD M600 Silver,Southridge Video,Silver,43.04,129.9,202,VCD & DVD,2,TV and Video,2000.0,2015-12-09
607,1302012,3,2018-07-25,Not Available,132774,5,1740,1,AUD,Male,Taj Ahern,BAMAWM EXTENSION,VIC,Victoria,3561,Australia,Australia,1994-03-19,2018-07-25,AUD,1.3487,MGS MechCollection E116,Tailspin Toys,Silver,14.28,28.0,702,Download Games,7,Games and Toys,2000.0,2015-12-09
608,1827058,1,2020-01-01,Not Available,100361,5,2502,1,AUD,Male,Dean Carrington,CHINANGIN,VIC,Victoria,3544,Australia,Australia,1944-07-25,2020-01-01,AUD,1.4238,Contoso Touch Stylus Pen E150 Black,Contoso,Black,5.09,9.99,505,Cell phones Accessories,5,Cell phones,2000.0,2015-12-09
609,1596034,2,2019-05-15,Not Available,74845,5,80,1,AUD,Male,Jake Bugden,THALOO,VIC,Victoria,3825,Australia,Australia,1939-11-16,2019-05-15,AUD,1.4456,NT Wireless Bluetooth Stereo Headphones E302 Yellow,Northwind Traders,Yellow,18.65,40.55,106,Bluetooth Headphones,1,Audio,2000.0,2015-12-09
610,1513036,3,2019-02-21,Not Available,51314,5,1651,6,AUD,Female,Bianca Stobie,DUVERNEY,VIC,Victoria,3323,Australia,Australia,1954-06-23,2019-02-21,AUD,1.4065,Contoso DVD 9-Inch Player Portable M300 Silver,Contoso,Silver,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
611,1860003,3,2020-02-03,Not Available,34143,5,1211,1,AUD,Male,John Gowlland,WARRANWOOD,VIC,Victoria,3134,Australia,Australia,1991-07-04,2020-02-03,AUD,1.493,Fabrikam Business Videographer 2/3'' 17mm M280 Grey,Fabrikam,Grey,390.88,850.0,405,Camcorders,4,Cameras and camcorders,2000.0,2015-12-09
612,967005,2,2017-08-24,Not Available,96331,5,1658,3,AUD,Male,Jai Blomfield,BOORCAN,VIC,Victoria,3265,Australia,Australia,1949-03-30,2017-08-24,AUD,1.2664,Contoso DVD 7-Inch Player Portable E200 White,Contoso,White,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
613,2066002,2,2020-08-27,Not Available,60892,5,1658,8,AUD,Male,Seth Soubeiran,MOOLORT,VIC,Victoria,3465,Australia,Australia,1964-01-24,2020-08-27,AUD,1.3799,Contoso DVD 7-Inch Player Portable E200 White,Contoso,White,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
614,1527012,2,2019-03-07,Not Available,119365,5,54,6,AUD,Female,Scarlett Forsyth,BRUCES CREEK,VIC,Victoria,3757,Australia,Australia,1984-04-19,2019-03-07,AUD,1.4208,WWI 4GB Video Recording Pen X200 Red,Wide World Importers,Red,98.07,296.0,104,Recording Pen,1,Audio,2000.0,2015-12-09
